Index,AlbumName,Artist,Explicit,Genre,TrackCount
1675,Tequila Sheila (Friends and Heroes Session) - Single,Blake Shelton,notExplicit,Country,1
1676,Every Which Way but Loose (Friends and Heroes Session) - Single,Blake Shelton,notExplicit,Country,1
1677,There's a New Kid In Town - Single,Blake Shelton,notExplicit,Country,1
1678,The King Is Gone (So Are You) [Friends and Heroes Session] - Single,Blake Shelton,notExplicit,Country,1
1679,Studio Series Performance Tracks,Blake Shelton,notExplicit,Country,10
1680,Pickin' On Blake Shelton: Bar Light - A Bluegrass Tribute,Pickin' On Series,notExplicit,Bluegrass,12
1681,Wishin' Boot (feat. Blake Shelton) - Single,Saturday Night Live Cast,notExplicit,Soundtrack,1
1682,I'm Gonna Miss Her (The Voice Performance) - Single,Red Marlow & Blake Shelton,notExplicit,Country,1
1683,2014 Forest Hills Drive,J. Cole,explicit,Hip-Hop/Rap,13
1684,Born Sinner (Deluxe Version),J. Cole,explicit,Hip-Hop/Rap,21
1685,KOD,J. Cole,explicit,Hip-Hop/Rap,13
1686,Cole World: The Sideline Story,J. Cole,explicit,Hip-Hop/Rap,18
1687,4 Your Eyez Only,J. Cole,explicit,Hip-Hop/Rap,11
1688,Revenge of the Dreamers III,Dreamville & J. Cole,explicit,Hip-Hop/Rap,18
1689,Born Sinner,J. Cole,explicit,Hip-Hop/Rap,16
1690,Cole World: The Sideline Story,J. Cole,cleaned,Hip-Hop/Rap,18
1691,2014 Forest Hills Drive,J. Cole,cleaned,Hip-Hop/Rap,13
1692,Born Sinner,J. Cole,cleaned,Hip-Hop/Rap,16
1693,4 Your Eyez Only,J. Cole,cleaned,Hip-Hop/Rap,11
1694,MIDDLE CHILD - Single,J. Cole,explicit,Hip-Hop/Rap,1
1695,Revenge of the Dreamers III,Dreamville & J. Cole,cleaned,Hip-Hop/Rap,18
1696,MIDDLE CHILD - Single,J. Cole,cleaned,Hip-Hop/Rap,1
1697,KOD,J. Cole,cleaned,Hip-Hop/Rap,13
1698,Album of the Year (Freestyle) - Single,J. Cole,explicit,Hip-Hop/Rap,1
1699,Revenge of the Dreamers II,Dreamville & J. Cole,explicit,Hip-Hop/Rap,9
1700,"Forest Hills Drive: Live from Fayetteville, NC",J. Cole,explicit,Hip-Hop/Rap,13
1701,Shea Butter Baby - Single,Ari Lennox & J. Cole,explicit,R&B/Soul,1
1702,everybody dies - Single,J. Cole,explicit,Hip-Hop/Rap,1
1703,False Prophets - Single,J. Cole,explicit,Hip-Hop/Rap,1
1704,High for Hours - Single,J. Cole,explicit,Hip-Hop/Rap,1
1705,Shea Butter Baby - Single,Ari Lennox & J. Cole,cleaned,R&B/Soul,1
1706,1-888-88-DREAM - Single,Dreamville,explicit,Hip-Hop/Rap,2
1707,ROTD3.COM - Single,Dreamville,explicit,Hip-Hop/Rap,2
1708,1-888-88-DREAM - Single,Dreamville,cleaned,Hip-Hop/Rap,2
1709,Trouble (feat. J. Cole) - Single,Bei Maejor,explicit,R&B/Soul,1
1710,Party (feat. J Cole) - Single,Beyoncé,notExplicit,Pop,1
1711,Feel Love (feat. J.Cole) - Single,Sean Garrett,cleaned,R&B/Soul,1
1712,All I Want Is You (feat. J. Cole) - Single,Miguel,cleaned,R&B/Soul,1
1713,False Prophets - Single,J. Cole,cleaned,Hip-Hop/Rap,1
1714,everybody dies - Single,J. Cole,cleaned,Hip-Hop/Rap,1
1715,ROTD3.COM - Single,Dreamville,cleaned,Hip-Hop/Rap,2
1716,Feel Love (feat. J. Cole) - Single,Sean Garrett,explicit,R&B/Soul,1
1717,Diamonds (Deluxe),Elton John,notExplicit,Pop,51
1718,Diamonds,Elton John,notExplicit,Pop,17
1719,Goodbye Yellow Brick Road (Remastered),Elton John,notExplicit,Rock,17
1720,Elton John,Elton John,notExplicit,Pop,13
1721,Honky Château,Elton John,notExplicit,Pop,11
1722,Tumbleweed Connection (Remastered),Elton John,notExplicit,Rock,12
1723,Madman Across the Water,Elton John,notExplicit,Pop,9
1724,The Union,Elton John & Leon Russell,notExplicit,Pop,17
1725,Captain Fantastic and the Brown Dirt Cowboy,Elton John,notExplicit,Pop,13
1726,Don't Shoot Me I'm Only the Piano Player,Elton John,notExplicit,Rock,14
1727,One Night Only: The Greatest Hits (Live),Elton John,notExplicit,Pop,17
1728,Live In Australia (Remastered),Elton John,notExplicit,Pop,14
1729,Caribou (Remastered),Elton John,notExplicit,Pop,14
1730,Too Low For Zero (Bonus Track Version),Elton John,notExplicit,Pop,13
1731,Elton 60: Live At Madison Square Garden,Elton John,notExplicit,Rock,12
1732,The Union,Elton John & Leon Russell,notExplicit,Pop,14
1733,Love Songs (Remastered),Elton John,notExplicit,Pop,15
1734,The One,Elton John,notExplicit,Pop,13
1735,The Diving Board,Elton John,notExplicit,Pop,15
1736,Rock of the Westies,Elton John,notExplicit,Rock,11
1737,Sleeping With the Past (Remastered),Elton John,notExplicit,Pop,12
1738,Made In England,Elton John,notExplicit,Rock,11
1739,17-11-70,Elton John,notExplicit,Rock,7
1740,The Big Picture,Elton John,notExplicit,Pop,11
1741,The Road To El Dorado (Original Motion Picture Soundtrack),Elton John,notExplicit,Soundtrack,14
1742,Goodbye Yellow Brick Road (Deluxe),Elton John,notExplicit,Rock,34
1743,Empty Sky (Remastered) [Newly Remastered],Elton John,notExplicit,Pop,13
1744,Reg Strikes Back (Remastered),Elton John,notExplicit,Pop,14
1745,A Single Man (Remastered),Elton John,notExplicit,Pop,16
1746,Tumbleweed Connection (Deluxe Edition),Elton John,notExplicit,Pop,23
1747,Peachtree Road,Elton John,notExplicit,Pop,12
1748,Good Morning to the Night,Elton John & PNAU,notExplicit,Dance,9
1749,Ice On Fire ((Remastered)),Elton John,notExplicit,Pop,14
1750,Jump Up! (Remastered),Elton John,notExplicit,Pop,10
1751,The Fox ((Remastered)),Elton John,notExplicit,Pop,9
1752,Breaking Hearts (Remastered),Elton John,notExplicit,Pop,10
1753,Candle In the Wind 1997 / Something About the Way You Look Tonight - Single,Elton John,notExplicit,Pop,3
1754,僕の歌は君の歌 +20<デラックス・エディション>,Elton John,notExplicit,Pop,30
1755,To Be Continued (Box Set),Elton John,notExplicit,Rock,67
1756,Here and There (Live),Elton John,notExplicit,Pop,25
1757,Songs from the West Coast,Elton John,notExplicit,Pop,13
1758,Blue Moves,Elton John,notExplicit,Pop,18
1759,Wonderful Crazy Night,Elton John,notExplicit,Rock,10
1760,The Lion King (Original Motion Picture Soundtrack),Elton John & Hans Zimmer,notExplicit,Soundtrack,12
1761,Life Changes,Thomas Rhett,notExplicit,Country,14
1762,Center Point Road,Thomas Rhett,notExplicit,Country,16
1763,Tangled Up,Thomas Rhett,notExplicit,Country,14
1764,It Goes Like This,Thomas Rhett,notExplicit,Country,13
1765,Tangled Up (Deluxe),Thomas Rhett,notExplicit,Country,19
1766,Life Changes (Deluxe Version),Thomas Rhett,notExplicit,Country,21
1767,Nothin' Out Here - Single,"HIXTAPE, HARDY & Thomas Rhett",notExplicit,Country,1
1768,Goodbye Summer - Single,Danielle Bradbery & Thomas Rhett,notExplicit,Country,1
1769,Die a Happy Man - Single,Thomas Rhett,notExplicit,Country,1
1770,Look What God Gave Her (Acoustic) - Single,Thomas Rhett,notExplicit,Country,1
1771,Leave Right Now (The Remixes) - EP,Thomas Rhett,notExplicit,Pop,4
1772,Marry Me (Remix) - Single,Thomas Rhett,notExplicit,Pop,1
1773,Vacation - Single,Thomas Rhett,notExplicit,Country,1
1774,T-Shirt - Single,Thomas Rhett,notExplicit,Country,1
1775,Crash and Burn - Single,Thomas Rhett,notExplicit,Country,1
1776,Unforgettable (Radio Mix) - Single,Thomas Rhett,notExplicit,Pop,1
1777,Life Changes (Big Machine Radio Release Special),Thomas Rhett,notExplicit,Country,29
1778,Tangled Up (Deluxe / Big Machine Radio Release Special),Thomas Rhett,notExplicit,Country,36
1779,I Feel Good (feat. LunchMoney Lewis) - Single,Thomas Rhett,notExplicit,Country,1
1780,Crash and Burn - Single,Thomas Rhett,notExplicit,Country,1
1781,Marry Me – A Chilled Thomas Rhett Cover - EP,Fireside Chat,notExplicit,Pop,4
1782,Die a Happy Man (Tiffany Thomas / DJ Brett Rhett Rework) - Single,Tiffany Thomas,notExplicit,Country,1
1783,Acoustic Tribute to Thomas Rhett (Instrumental),Guitar Tribute Players,notExplicit,Instrumental,15
1784,Die a Happy Man - An Akoustik Thomas Rhett Cover - Single,Fireside Chat,notExplicit,Country,3
1785,Look What God Gave Her (feat. Brent Rhett) - Single,Anthony Thomas,notExplicit,Country,1
1786,Stay - Single,Rhett Thomas,notExplicit,Pop,1
1787,Brothers in Blood - Single,Rhett Thomas,notExplicit,Pop,1
1788,Teenage Dream: The Complete Confection,Katy Perry,explicit,Pop,19
1789,One of the Boys,Katy Perry,cleaned,Pop,13
1790,PRISM (Deluxe Version),Katy Perry,notExplicit,Pop,16
1791,Teenage Dream,Katy Perry,explicit,Pop,12
1792,Teenage Dream (Deluxe Edition),Katy Perry,explicit,Pop,16
1793,PRISM,Katy Perry,notExplicit,Pop,13
1794,I Kissed a Girl - Single,Katy Perry,notExplicit,Pop,1
1795,Witness (Deluxe),Katy Perry,cleaned,Pop,17
1796,Rise - Single,Katy Perry,notExplicit,Pop,1
1797,MTV Unplugged: Katy Perry (Deluxe Edition),Katy Perry,notExplicit,Pop,15
1798,Never Really Over - Single,Katy Perry,notExplicit,Pop,1
1799,Teenage Dream,Katy Perry,cleaned,Pop,12
1800,Con Calma (feat. Snow) [Remix] - Single,Daddy Yankee & Katy Perry,notExplicit,Urbano latino,1
1801,Ur So Gay - EP,Katy Perry,explicit,Pop,4
1802,E.T. (The Remixes) - EP,Katy Perry,notExplicit,Dance,5
1803,365 - Single,Zedd & Katy Perry,notExplicit,Dance,1
1804,Ur So Gay - EP,Katy Perry,cleaned,Pop,4
1805,I Kissed a Girl (Remixes) - EP,Katy Perry,cleaned,Pop,4
1806,Small Talk - Single,Katy Perry,notExplicit,Pop,1
1807,The One That Got Away (The Remixes) - EP,Katy Perry,notExplicit,Pop,5
1808,California Gurls (feat. Snoop Dogg) [Remixes] - EP,Katy Perry,notExplicit,Pop,3
1809,Teenage Dream (Remix) - Single,Katy Perry,notExplicit,Pop,3
1810,Teenage Dream (Deluxe Edition),Katy Perry,cleaned,Pop,16
1811,Part of Me (Jacques Lu Cont's Thin White Duke Mix) - Single,Katy Perry,notExplicit,Pop,1
1812,Hot N Cold (Remixes) - EP,Katy Perry,cleaned,Pop,4
1813,Witness (Deluxe),Katy Perry,explicit,Pop,17
1814,Waking Up in Vegas (The Remixes) - EP,Katy Perry,notExplicit,Pop,5
1815,365 (Remixes) - EP,Zedd & Katy Perry,notExplicit,Dance,4
1816,The One That Got Away (feat. B.o.B) - Single,Katy Perry,notExplicit,Pop,1
1817,MTV Unplugged: Katy Perry,Katy Perry,cleaned,Pop,7
1818,Never Really Over (Wow & Flutter Remix) - Single,Katy Perry,notExplicit,Pop,1
1819,Never Really Over (R3HAB Remix) - Single,Katy Perry,notExplicit,Pop,1
1820,Teenage Dream (Dave Audé Mixshow Remix) - Single,Katy Perry,notExplicit,Pop,1
1821,Never Really Over (Syn Cole Remix) - Single,Katy Perry,notExplicit,Pop,1
1822,Roar (Deluxe Single) - Single,Katy Perry,notExplicit,Pop,2
1823,Birthday (Cash Cash Remix) - Single,Katy Perry,notExplicit,Pop,1
1824,Dark Horse (feat. Juicy J) [Deluxe Single] - Single,Katy Perry,notExplicit,Pop,2
1825,Part of Me (Remix) - EP,Katy Perry,notExplicit,Pop,4
1826,Chained to the Rhythm (Oliver Heldens Remix) - Single,Katy Perry,notExplicit,Pop,1
1827,"Teddy Graham (Katy Perry ""Firework"" Parody) - Single",Thecomputernerd01,notExplicit,Comedy,1
1828,ICY,Saweetie,explicit,Hip-Hop/Rap,7
1829,My Type (feat. City Girls & Jhené Aiko) [Remix] - Single,Saweetie,explicit,Hip-Hop/Rap,1
1830,High Maintenance,Saweetie,explicit,Hip-Hop/Rap,9
1831,Icy,Saweetie,cleaned,Hip-Hop/Rap,7
1832,Up Now (feat. G-Eazy and Rich the Kid) - Single,Saweetie & London On Da Track,explicit,Hip-Hop/Rap,1
1833,High Maintenance,Saweetie,cleaned,Hip-Hop/Rap,9
1834,Up Now (feat. G-Eazy and Rich the Kid) - Single,Saweetie & London On Da Track,cleaned,Hip-Hop/Rap,1
1835,Come On (feat. DJ Durel) - Single,"Quality Control, City Girls & Saweetie",explicit,Hip-Hop/Rap,1
1836,ICY GRL (feat. Kehlani) [Bae Mix] - Single,Saweetie,explicit,Hip-Hop/Rap,1
1837,Pissed - Single,Saweetie,explicit,Hip-Hop/Rap,1
1838,ICY GRL (Instrumental) - Single,Saweetie,notExplicit,Hip-Hop/Rap,1
1839,ICY GRL (feat. Kehlani) [Bae Mix] - Single,Saweetie,cleaned,Hip-Hop/Rap,1
1840,Come On (feat. DJ Durel) - Single,"Quality Control, City Girls & Saweetie",cleaned,Hip-Hop/Rap,1
1841,Yuso (feat. Lil Wayne & Saweetie) - Single,Kid Ink,cleaned,Hip-Hop/Rap,1
1842,2002 (Saweetie & Ms Banks Remix) - Single,Anne-Marie,notExplicit,Pop,1
1843,Can't Do It (feat. Saweetie) - Single,Loren Gray,explicit,Pop,1
1844,You Come First (feat. Saweetie) - Single,Zak Abel,notExplicit,Pop,1
1845,"Baila Conmigo (feat. Saweetie, INNA & Jenn Morel) - Single",Yellow Claw,notExplicit,Dance,1
1846,No L's (feat. Saweetie) - Single,Hit-Boy,explicit,Hip-Hop/Rap,1
1847,Can't Do It (feat. Saweetie) - Single,Loren Gray,cleaned,Pop,1
1848,Saweetie - Single,Jahzae Rose,explicit,R&B/Soul,1
1849,Saweetie - Single,Keats the Geek,explicit,Hip-Hop/Rap,1
1850,Saweetie - Single,Jahzae Rose,notExplicit,R&B/Soul,1
1851,Stupid Things (feat. Saweetie) - Single,Four Of Diamonds,notExplicit,Pop,1
1852,No L's (feat. Saweetie) - Single,Hit-Boy,cleaned,Hip-Hop/Rap,1
1853,Body (feat. Saweetie) - Single,Glowie,explicit,Pop,1
1854,If I Know Me,Morgan Wallen,notExplicit,Country,14
1855,He Went to Jared - Single,"HIXTAPE, HARDY & Morgan Wallen",notExplicit,Country,1
1856,Cover Me Up - Single,Morgan Wallen,notExplicit,Country,1
1857,Stand Alone - EP,Morgan Wallen,notExplicit,Country,5
1858,The Way I Talk - Single,Morgan Wallen,notExplicit,Country,1
1859,Chain Smokin' - Single,Morgan Wallen,notExplicit,Country,1
1860,Stand Out - Single,Morgan Wallen,notExplicit,Country,1
1861,Collide (The Voice Performance) - Single,Morgan Wallen,notExplicit,Pop,1
1862,American Nights - Single,Morgan Wallen,notExplicit,Country,1
1863,Stay (The Voice Performance) - Single,Morgan Wallen,notExplicit,Country,1
1864,Hey Brother (The Voice Performance) - Single,Morgan Wallen,notExplicit,Pop,1
1865,Story of My Life (The Voice Performance) - Single,Morgan Wallen,notExplicit,Pop,1
1866,Heartless (feat. Morgan Wallen) - Single,Diplo,explicit,Country,1
1867,Up Down Up Down (feat. Marcus Wallen) - Single,Chase Morgan,notExplicit,Country,1
1868,OASIS,J Balvin & Bad Bunny,notExplicit,Urbano latino,8
1869,Energía,J Balvin,notExplicit,Urbano latino,15
1870,La Familia,J Balvin,notExplicit,Urbano latino,15
1871,La Familia B Sides,J Balvin,notExplicit,Urbano latino,21
1872,Vibras,J Balvin,notExplicit,Urbano latino,14
1873,Familiar - Single,Liam Payne & J Balvin,notExplicit,Pop,1
1874,X - Single,Nicky Jam & J Balvin,notExplicit,Urbano latino,1
1875,Bum Bum Tam Tam - Single,"MC Fioti, Future, J Balvin, Stefflon Don & Juan Magán",explicit,Hip-Hop/Rap,1
1876,Bonita - Single,J Balvin & Jowell & Randy,notExplicit,Urbano latino,1
1877,Sensualidad (feat. Mambo Kingz & DJ Luian) - Single,"Bad Bunny, Prince Royce & J Balvin",notExplicit,Urbano latino,1
1878,"Ahora Dice (Real Hasta La Muerte Remix) [feat. Cardi B, Offset, Anuel & Arcángel] - Single","Chris Jeday, J Balvin & Ozuna",explicit,Urbano latino,1
1879,Con Altura (feat. El Guincho) - Single,ROSALÍA & J Balvin,notExplicit,Pop,1
1880,Downtown - Single,Anitta & J Balvin,notExplicit,Pop Latino,1
1881,"Baila Baila Baila (feat. Farruko, Anuel AA) [Remix] - Single","Ozuna, Daddy Yankee & J Balvin",notExplicit,Urbano latino,1
1882,I Can't Get Enough - Single,"benny blanco, Tainy, Selena Gomez & J Balvin",notExplicit,Pop,1
1883,X (Remix) [feat. Maluma & Ozuna] - Single,Nicky Jam & J Balvin,notExplicit,Urbano latino,1
1884,Unforgettable (Latin Remix) [feat. Swae Lee] - Single,French Montana & J Balvin,explicit,Hip-Hop/Rap,1
1885,Contra la Pared - Single,Sean Paul & J Balvin,notExplicit,Urbano latino,1
1886,I Like It (Dillon Francis Remix) - Single,"Cardi B, Bad Bunny & J Balvin",explicit,Dance,1
1887,J Balvin Mix Tape,J Balvin,notExplicit,Latino,11
1888,Ponle - Single,"Rvssian, Farruko & J Balvin",notExplicit,Urbano latino,1
1889,Indeciso - Single,"Reik, J Balvin & Lalo Ebratt",notExplicit,Urbano latino,1
1890,Bola Rebola (feat. Mc Zaac) - Single,"Tropkillaz, J Balvin & Anitta",notExplicit,Pop,1
1891,X (Spanglish Version) - Single,Nicky Jam & J Balvin,notExplicit,Urbano latino,1
1892,Mi Gente (feat. Beyoncé) - Single,J Balvin & Willy William,notExplicit,Urbano latino,1
1893,Reggaeton - Single,J Balvin,notExplicit,Urbano latino,1
1894,Dime (feat. Arcángel & De La Ghetto) - Single,"Revol, J Balvin & Bad Bunny",notExplicit,Urbano latino,1
1895,Mañana Es Too Late - Single,Jesse & Joy & J Balvin,notExplicit,Pop Latino,1
1896,Loco Contigo (Cedric Gervais Remix) - Single,"DJ Snake, J Balvin & Tyga",notExplicit,Dance,1
1897,Ven y Hazlo Tú (feat. Arcángel) - Single,"Nicky Jam, J Balvin & Anuel AA",notExplicit,Urbano latino,1
1898,Positivo - Single,J Balvin & Michael Brun,notExplicit,Urbano latino,1
1899,"Bonita (Remix) [feat. Nicky Jam, Wisin, Yandel & Ozuna] - Single",J Balvin & Jowell & Randy,notExplicit,Urbano latino,1
1900,Karma - Single,"Sky, J Balvin & Ozuna",notExplicit,Urbano latino,1
1901,Bum Bum Tam Tam (Jax Jones Remix) - Single,"MC Fioti, Future, J Balvin, Stefflon Don & Juan Magán",notExplicit,Dance,1
1902,Mocca (Remix) - Single,"Lalo Ebratt, J Balvin & Trapical",explicit,Urbano latino,1
1903,Unforgettable (Latin Remix) [feat. Swae Lee] - Single,French Montana & J Balvin,cleaned,Hip-Hop/Rap,1
1904,Siempre Papi Nunca Inpapi - Single,J Balvin & Luigi 21 Plus,explicit,Urbano latino,1
1905,Pinky Ring - Single,Miky Woodz & J Balvin,explicit,Urbano latino,1
1906,"Machika (Remix) [feat. Anitta, Mc Fioti, Duki & Jeon] - Single","J Balvin, G-Eazy & Sfera Ebbasta",notExplicit,Urbano latino,1
1907,Están Pa' Mí - Single,Jhay Cortez & J Balvin,notExplicit,Urbano latino,1
1908,Contra La Pared (Remixes),Sean Paul & J Balvin,notExplicit,Latino,7
1909,Contra la Pared (Dom Da Bomb Remix) - Single,Sean Paul & J Balvin,notExplicit,Urbano latino,1
1910,Machika (Dillon Francis Remix) - Single,"J Balvin, Jeon & Anitta",notExplicit,Urbano latino,1
1911,Bum Bum Tam Tam (David Guetta Remix) - Single,"MC Fioti, J Balvin & Stefflon Don",notExplicit,Dance,1
1912,Bajo Cero (feat. MadeinTYO) - Single,"Sky, J Balvin & Jhay Cortez",notExplicit,Urbano latino,1
1913,Mi Gente (Steve Aoki Remix) - Single,"J Balvin, Willy William & Steve Aoki",notExplicit,Urbano latino,1
1914,Songs About Jane,Maroon 5,notExplicit,Pop,12
1915,It Won't Be Soon Before Long,Maroon 5,explicit,Pop,13
1916,Overexposed (Deluxe Version),Maroon 5,explicit,Pop,17
1917,Hands All Over (Deluxe Edition),Maroon 5,notExplicit,Pop,20
1918,Hands All Over,Maroon 5,notExplicit,Pop,14
1919,Overexposed,Maroon 5,explicit,Pop,13
1920,Songs About Jane: 10th Anniversary Edition,Maroon 5,notExplicit,Pop,29
1921,Girls Like You (feat. Cardi B) - Single,Maroon 5,explicit,Pop,1
1922,The B-Side Collection - EP,Maroon 5,notExplicit,Pop,7
1923,Overexposed (Deluxe Version),Maroon 5,cleaned,Pop,17
1924,Red Pill Blues (Deluxe),Maroon 5,cleaned,Pop,17
1925,1.22.03 Acoustic (Live) - EP,Maroon 5,notExplicit,Rock,7
1926,Red Pill Blues (Deluxe),Maroon 5,explicit,Pop,17
1927,Girls Like You (feat. Cardi B) - Single,Maroon 5,cleaned,Pop,1
1928,V,Maroon 5,explicit,Pop,13
1929,Call and Response: The Remix Album,Maroon 5,notExplicit,Rock,19
1930,Overexposed,Maroon 5,cleaned,Pop,13
1931,Happy Xmas (War Is Over) - Single,Maroon 5,notExplicit,Pop,1
1932,Red Pill Blues,Maroon 5,explicit,Pop,12
1933,V (Deluxe),Maroon 5,cleaned,Pop,16
1934,Three Little Birds - Single,Maroon 5,notExplicit,Reggae,1
1935,V (Deluxe),Maroon 5,explicit,Pop,16
1936,Red Pill Blues,Maroon 5,cleaned,Pop,12
1937,The Way You Look Tonight - Single,Maroon 5,notExplicit,Pop,1
1938,Girls Like You (feat. Cardi B) [St. Vincent Remix] - Single,Maroon 5,explicit,Pop,1
1939,?,XXXTENTACION,explicit,Pop,18
1940,17,XXXTENTACION,explicit,Hip-Hop/Rap,11
1941,SKINS,XXXTENTACION,explicit,Pop,10
1942,Look At Me! - Single,XXXTENTACION,explicit,Hip-Hop/Rap,1
1943,Arms Around You (feat. Maluma & Swae Lee) - Single,XXXTENTACION & Lil Pump,explicit,Hip-Hop/Rap,1
1944,"XXXTENTACION Presents: Members Only, Vol. 4",XXXTENTACION,explicit,Hip-Hop/Rap,24
1945,Falling Down - Single,Lil Peep & XXXTENTACION,explicit,Hip-Hop/Rap,1
1946,? (Deluxe),XXXTENTACION,explicit,Pop,53
1947,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION,explicit,Hip-Hop/Rap,23
1948,Revenge,XXXTENTACION,explicit,Hip-Hop/Rap,7
1949,A GHETTO CHRISTMAS CAROL - EP,XXXTENTACION,explicit,Hip-Hop/Rap,5
1950,Gospel - Single,"Rich Brian, Keith Ape & XXXTENTACION",explicit,Hip-Hop/Rap,1
1951,Look At Me! - Single,XXXTENTACION,cleaned,Hip-Hop/Rap,1
1952,Revenge - Single,XXXTENTACION,explicit,Hip-Hop/Rap,1
1953,What in XXXTarnation (feat. Ski Mask the Slump God) - Single,XXXTENTACION,explicit,Hip-Hop/Rap,1
1954,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel) - Single",XXXTENTACION,explicit,Pop,1
1955,Skins,XXXTENTACION,cleaned,Pop,10
1956,Falling Down (Travis Barker Remix) - Single,Lil Peep & XXXTENTACION,explicit,Hip-Hop/Rap,1
1957,#PROUDCATOWNERREMIX (feat. Rico Nasty) - Single,XXXTENTACION,explicit,Pop,1
1958,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel) - Single",XXXTENTACION,cleaned,Pop,1
1959,Again (feat. XXXTENTACION) - Single,Noah Cyrus,notExplicit,Pop,1
1960,Xxxtentacion - Single,Tru Da Produk,explicit,Hip-Hop/Rap,1
1961,Again (feat. XXXTENTACION) [Alan Walker Remix] - Single,Noah Cyrus,notExplicit,Pop,1
1962,Die a Legend,Polo G,explicit,Hip-Hop/Rap,14
1963,Neva Cared - Single,Polo G,explicit,Hip-Hop/Rap,1
1964,Hollywood - Single,Polo G,explicit,Hip-Hop/Rap,1
1965,The Come Up - Single,Polo G,explicit,Hip-Hop/Rap,1
1966,Gang WithMe - Single,Polo G,explicit,Hip-Hop/Rap,1
1967,Hollywood - Single,Polo G,explicit,Hip-Hop/Rap,1
1968,All She Wants - Single,Polo G,explicit,Hip-Hop/Rap,1
1969,Live and Let Die,Kool G Rap & DJ Polo,explicit,Hip-Hop,16
1970,Live and Let Die (Deluxe Version),Kool G Rap & DJ Polo,explicit,Hip-Hop,28
1971,Caroline (feat. Polo G) - Single,Calboy,explicit,Hip-Hop/Rap,1
1972,G.U.R.U. (feat. Talib Kweli & DJ Premier) - Single,Marco Polo,cleaned,Hip-Hop/Rap,3
1973,On The Run,Kool G Rap & DJ Polo,explicit,Hip-Hop/Rap,6
1974,All In (feat. Polo G & G Herbo) - Single,Clever,explicit,Hip-Hop/Rap,1
1975,No Patience (feat. Polo G & NoCap) - Single,CashMoneyAp,explicit,Hip-Hop/Rap,1
1976,Free Freedom - Single,Polog,notExplicit,Pop,1
1977,Oniric Music 2,Polog,notExplicit,Alternative,9
1978,Streets of New York - Single,Kool G Rap & DJ Polo,explicit,Hip-Hop,1
1979,Oniric Music,Polog,notExplicit,World,10
1980,FTG (feat. Polo G) - Single,7981 Kal,explicit,Hip-Hop/Rap,1
1981,Polo G - Single,Royal Sadness,notExplicit,Electronic,1
1982,Polo G - Single,King Quae,explicit,Hip-Hop/Rap,1
1983,Forever (feat. Polo G) - Single,Dee Gomes,explicit,Hip-Hop/Rap,1
1984,Caroline (feat. Polo G) - Single,Calboy,cleaned,Hip-Hop/Rap,1
1985,Polo G Lil Tay Dis Track Pop Out - Single,Dead Last,explicit,Hip-Hop/Rap,1
1986,Erase Racism - Single,Kool G Rap & DJ Polo,explicit,Hip-Hop/Rap,1
1987,Pop out (Polo G Remix) - Single,Dhee Santana,explicit,Hip-Hop/Rap,1
1988,Sad Forreal (Polo G Battle Cry Remix) - Single,N.l.m.g Lil D.j,explicit,Hip-Hop/Rap,1
1989,Pop Out (Polo G Remix) - Single,Steeloj,explicit,Hip-Hop/Rap,1
1990,Hood Tales - Single,"Marco Polo, Kool G Rap & D.V. Alias Khryst",notExplicit,Hip-Hop/Rap,1
1991,G.O.D (feat. Chevy Most) - Single,Dre Polo & Alfaro Beats,explicit,Hip-Hop/Rap,1
1992,Polo G Effortless - Single,King Mane,explicit,Hip-Hop/Rap,1
1993,"Polo G Type Beat ""AirPods"" - Single",Mica 28,notExplicit,Hip-Hop/Rap,1
1994,Pop out Remix (feat. Polo G & Lil Tjay) - Single,Lil Chop,explicit,Hip-Hop/Rap,1
1995,Dudar No Es una Opción - Single,"Jorge Toledo, Leonardo Ehrenstein, Themis Guevara, Isabel Baz, Vanessa Zamora, Renata Álvarez, Emiliano León, Solo Sánchez, Evelyn Rojas, Sarah G. Méndez, Herman Nuñez, David Benzaquen, Jorge Martineli, Jesica Méndez, Dina Luz Polo & José Luis Jaramillo",notExplicit,Alternative,1
1996,Dudar No Es una Opción - Single,"Vanessa Zamora, Aballoon, Jorge Toledo, Themis Guevara, Isabel Baz, Renata Álvarez, Emiliano León, Solo Sánchez, Evelyn Rojas, Sarah G. Méndez, Herman Nuñez, David Benzaquen, Jorge Martineli, Jesica Méndez, Dina Luz Polo, José Luis Jaramillo & Leonardo Ehrenstein",notExplicit,Alternative,1
1997,Money (feat. G Lyrekal) - Single,Sir Polo,explicit,Hip-Hop/Rap,1
1998,G Codes - Single,Hd Polo,explicit,Hip-Hop/Rap,1
1999,Shine (feat. G.Dub) - Single,Polo Zo,explicit,Hip-Hop/Rap,1
2000,"i,i",Bon Iver,notExplicit,Alternative,13
2001,Bon Iver,Bon Iver,notExplicit,Alternative,10
2002,"For Emma, Forever Ago",Bon Iver,notExplicit,Alternative,10
2003,"22, A Million",Bon Iver,notExplicit,Alternative,11
2004,Blood Bank - EP,Bon Iver,notExplicit,Alternative,4
